Draw	Date	Winning Number 1	2	3	4	5	6	Additional Number 	From Last	Same As Day	Odd	Even	 1-10	 11-20	 21-30	 31-40	 41-50	Division 1 Winners	Division 1 Prize	Division 2 Winners	Division 2 Prize	Division 3 Winners	Division 3 Prize	Division 4 Winners	Division 4 Prize	Division 5 Winners	Division 5 Prize	Division 6 Winners	Division 6 Prize	Division 7 Winners	Division 7 Prize
3202	2016-10-03	6	9	14	27	28	46	2			2	4	2	1	2	0	1	0.00	0	3.00	150131	220.00	1408	544.00	311	11232.00	50	16510.00	25	193880.00	10
3201	2016-09-29	1	3	4	24	34	48	29	48		2	4	3	0	1	1	1	0.00	0	2.00	147340	112.00	1809	267.00	414	6566.00	50	8067.00	25	113142.00	10
3200	2016-09-26	6	9	15	27	37	48	24			4	2	2	1	1	1	1	0.00	0	2.00	114821	96.00	1645	239.00	361	5196.00	50	6969.00	25	97147.00	10
3199	2016-09-22	8	11	28	34	40	46	48			1	5	1	1	1	2	1	1.00	7884082	7.00	100715	284.00	1707	647.00	409	14604.00	50	19165.00	25	270538.00	10
3198	2016-09-19	14	17	26	31	41	45	30			4	2	0	2	1	1	2	0.00	0	4.00	109012	147.00	2040	393.00	417	8348.00	50	11333.00	25	153152.00	10
3197	2016-09-15	2	20	21	25	27	38	28			3	3	1	1	3	1	0	0.00	0	1.00	290015	133.00	1500	293.00	372	6930.00	50	9315.00	25	117241.00	10
3196	2016-09-12	3	10	18	22	48	49	41			2	4	2	1	1	0	2	0.00	0	1.00	228748	104.00	1513	184.00	467	5151.00	50	5057.00	25	88224.00	10
3195	2016-09-08	4	6	11	13	26	31	17			3	3	2	2	1	1	0	2.00	2257276	5.00	83666	315.00	914	685.00	230	13638.00	50	16296.00	25	211964.00	10
3194	2016-09-05	3	9	14	21	32	40	7	3		3	3	2	1	1	2	0	0.00	0	6.00	50405	125.00	1664	439.00	259	6481.00	50	12146.00	25	120018.00	10
3193	2016-09-01	3	4	12	15	28	48	8	48		2	4	2	2	1	0	1	0.00	0	3.00	76558	92.00	1717	488.00	177	5342.00	50	13330.00	25	95227.00	10
3192	2016-08-29	11	19	23	32	48	49	34	11		4	2	0	2	1	1	2	1.00	2635787	2.00	406709	116.00	1885	252.00	474	6202.00	50	7004.00	25	113345.00	10
3191	2016-08-25	5	6	11	25	35	40	44	35	25	4	2	2	1	1	2	0	0.00	0	0.00	0	108.00	1509	245.00	363	6801.00	50	6497.00	25	121298.00	10
3190	2016-08-22	1	10	35	36	41	49	48	10,36		4	2	2	0	0	2	2	1.00	1227949	0.00	0	98.00	1814	170.00	571	4175.00	50	5700.00	25	82766.00	10
3189	2016-08-18	2	10	11	21	26	36	18			2	4	2	1	2	1	0	0.00	0	15.00	591455	373.00	1391	1045.00	271	18532.00	50	26243.00	25	323321.00	10
3188	2016-08-15	3	16	18	31	35	38	29			3	3	1	2	0	3	0	0.00	0	3.00	239685	194.00	1571	415.00	401	10584.00	50	11995.00	25	176568.00	10
3187	2016-08-11	13	22	30	32	45	46	29			2	4	0	1	2	1	2	0.00	0	0.00	0	80.00	2372	183.00	566	4539.00	50	6205.00	25	90726.00	10
3186	2016-08-08	4	9	23	26	34	44	21			2	4	2	0	2	1	1	0.00	0	3.00	78419	99.00	1634	197.00	448	5042.00	50	6232.00	25	94897.00	10
3185	2016-08-04	1	8	29	31	37	42	23	37		4	2	2	0	1	2	1	1.00	2515240	8.00	36379	86.00	2327	338.00	323	6011.00	50	8548.00	25	112357.00	10
3184	2016-08-01	6	14	24	36	37	39	27	6,36		2	4	1	1	1	3	0	0.00	0	2.00	119250	74.00	2216	198.00	452	4076.00	50	5832.00	25	79791.00	10
3183	2016-07-28	4	6	8	15	29	36	9	6		2	4	3	1	1	1	0	1.00	4415209	6.00	118842	210.00	1371	1028.00	153	11514.00	50	25363.00	25	190113.00	10
3182	2016-07-25	6	26	38	40	44	49	16	44		1	5	1	0	1	2	2	0.00	0	0.00	0	74.00	2735	229.00	482	4809.00	50	7427.00	25	93518.00	10
3181	2016-07-21	2	14	18	27	31	44	26			2	4	1	2	1	1	1	0.00	0	1.00	216471	66.00	2255	190.00	428	4090.00	50	5618.00	25	74961.00	10
3180	2016-07-18	8	11	22	35	36	46	43	11		2	4	1	1	1	2	1	1.00	4497222	8.00	53707	178.00	1660	458.00	352	8707.00	50	10846.00	25	162687.00	10
3179	2016-07-14	2	11	14	16	31	44	19		14	2	4	1	3	0	1	1	0.00	0	3.00	94049	83.00	2338	277.00	382	5839.00	50	9333.00	25	113360.00	10
3178	2016-07-11	7	21	22	30	35	39	19	21,30		4	2	1	0	3	2	0	0.00	0	5.00	46997	68.00	2376	226.00	390	4471.00	50	6619.00	25	87763.00	10
3177	2016-07-07	4	6	13	15	21	30	49			3	3	2	2	2	0	0	1.00	2504631	2.00	263646	181.00	1106	223.00	490	8323.00	50	6961.00	25	133488.00	10
3176	2016-07-04	11	18	26	27	34	46	22	11		2	4	0	2	2	1	1	0.00	0	0.00	0	58.00	2802	199.00	446	4026.00	50	6262.00	25	78625.00	10
3175	2016-06-30	11	12	15	16	21	32	47	12		3	3	0	4	1	1	0	1.00	4428208	1.00	410601	237.00	1192	361.00	427	12100.00	50	9685.00	25	191552.00	10
3174	2016-06-27	1	12	13	14	38	40	34	1		2	4	1	3	0	2	0	0.00	0	3.00	100254	80.00	2585	225.00	502	5356.00	50	6985.00	25	109529.00	10
3173	2016-06-23	1	3	5	8	20	44	22			3	3	4	1	0	0	1	0.00	0	4.00	55224	159.00	956	337.00	246	8550.00	50	9241.00	25	130593.00	10
3172	2016-06-20	4	6	14	18	19	35	42			2	4	2	3	0	1	0	2.00	1238973	6.00	49592	212.00	965	281.00	398	8416.00	50	8292.00	25	139837.00	10
3171	2016-06-16	5	11	30	36	44	46	16	30		2	4	1	1	1	1	2	0.00	0	4.00	56032	79.00	1951	285.00	295	4264.00	50	8084.00	25	79764.00	10
3170	2016-06-13	6	18	22	24	26	30	36			0	6	1	1	4	0	0	2.00	1269404	4.00	77355	190.00	1120	478.00	243	8599.00	50	9464.00	25	141393.00	10
3169	2016-06-09	12	21	27	28	35	43	47	12		4	2	0	1	3	1	1	0.00	0	1.00	225070	78.00	1984	180.00	469	4429.00	50	4649.00	25	85390.00	10
3168	2016-06-06	2	7	12	19	29	36	20			3	3	2	2	1	1	0	2.00	3943722	12.00	59149	328.00	1488	1021.00	261	19205.00	50	26620.00	25	317354.00	10
3167	2016-06-02	1	15	23	25	33	42	44	33		5	1	1	1	2	1	1	0.00	0	4.00	181551	147.00	1986	355.00	449	8306.00	50	9980.00	25	160178.00	10
3166	2016-05-30	8	12	24	33	35	39	22			3	3	1	1	1	3	0	0.00	0	0.00	0	119.00	1743	291.00	389	6840.00	50	9215.00	25	121946.00	10
3165	2016-05-26	7	15	19	31	32	40	47	7,31		4	2	1	2	0	3	0	0.00	0	2.00	112263	67.00	2304	149.00	566	4186.00	50	4426.00	25	81381.00	10
3164	2016-05-23	7	12	20	24	30	31	43			2	4	1	2	2	1	0	1.00	2499459	4.00	76777	206.00	1025	377.00	306	9021.00	50	8098.00	25	144643.00	10
3163	2016-05-19	2	17	19	23	32	49	33		19	4	2	1	2	1	1	1	0.00	0	5.00	43820	76.00	1982	208.00	395	4348.00	50	6262.00	25	84710.00	10
3162	2016-05-16	1	10	24	26	36	47	4	1		2	4	2	0	2	1	1	1.00	8045163	8.00	91209	255.00	1968	598.00	458	13751.00	50	20354.00	25	261092.00	10
3161	2016-05-12	1	4	23	40	46	48	34	1		2	4	2	0	1	1	2	0.00	0	1.00	421333	169.00	1714	323.00	490	7487.00	50	9891.00	25	141934.00	10
3160	2016-05-09	1	12	26	29	39	49	42	49		4	2	1	1	2	1	1	0.00	0	3.00	103092	96.00	2215	244.00	476	6121.00	50	7075.00	25	112758.00	10
3159	2016-05-05	9	20	23	46	48	49	42	9		3	3	1	1	1	0	3	0.00	0	2.00	116721	98.00	1638	227.00	386	4916.00	50	5451.00	25	82815.00	10
3158	2016-05-02	6	7	8	9	14	19	48			3	3	4	2	0	0	0	5.00	222182	4.00	58469	481.00	335	417.00	211	15579.00	50	7733.00	25	169778.00	10
3157	2016-04-28	3	20	26	31	34	40	30	3		2	4	1	1	1	3	0	1.00	4661193	2.00	215039	176.00	1680	374.00	432	8061.00	50	12270.00	25	151977.00	10
3156	2016-04-25	1	3	4	22	37	41	31			4	2	3	0	1	1	1	0.00	0	1.00	784069	106.00	2076	308.00	390	6565.00	50	9460.00	25	132331.00	10
3155	2016-04-21	13	14	19	32	33	48	42	14		3	3	0	3	0	2	1	0.00	0	0.00	0	81.00	1964	166.00	523	3833.00	50	5047.00	25	73790.00	10
3154	2016-04-18	11	14	21	28	30	39	49	28		3	3	0	2	3	1	0	1.00	1105998	0.00	0	79.00	2027	180.00	486	4773.00	50	5427.00	25	92072.00	10
3153	2016-04-14	3	4	19	26	28	34	30			2	4	2	1	2	1	0	4.00	1967861	9.00	76065	283.00	1664	738.00	348	15956.00	50	20739.00	25	287318.00	10
3152	2016-04-11	9	13	16	18	48	49	42			3	3	1	3	0	0	2	0.00	0	5.00	87364	202.00	1487	413.00	397	9784.00	50	11373.00	25	179126.00	10
3151	2016-04-07	1	7	30	32	38	46	23	38	7	2	4	2	0	1	2	1	0.00	0	3.00	97561	95.00	2119	249.00	441	4651.00	50	8395.00	25	99123.00	10
3150	2016-04-04	10	15	22	28	34	38	12	22		1	5	1	1	2	2	0	0.00	0	3.00	81023	98.00	1706	273.00	334	4794.00	50	7684.00	25	87544.00	10
3149	2016-03-31	20	21	22	31	39	46	32	39	31	3	3	0	1	2	2	1	1.00	2612507	1.00	303923	103.00	2029	260.00	439	5575.00	50	7137.00	25	107200.00	10
3148	2016-03-28	8	9	15	28	36	39	33	9,28	28	3	3	2	1	1	2	0	0.00	0	4.00	61520	166.00	1020	361.00	256	7258.00	50	9321.00	25	118919.00	10
3147	2016-03-24	4	9	28	35	38	44	36			2	4	2	0	1	2	1	1.00	2656339	2.00	151622	100.00	2085	270.00	422	6184.00	50	8207.00	25	116831.00	10
3146	2016-03-21	8	12	20	39	43	47	9	20		3	3	1	2	0	1	2	0.00	0	2.00	127994	103.00	1709	272.00	353	4769.00	50	8572.00	25	89835.00	10
3145	2016-03-17	2	3	20	21	30	33	12	33		3	3	2	1	2	1	0	1.00	1159310	9.00	27119	133.00	1262	578.00	159	6374.00	50	12752.00	25	106305.00	10
3144	2016-03-14	8	10	24	29	31	33	4	29,33		3	3	2	0	2	2	0	4.00	2163551	8.00	94675	296.00	1760	885.00	321	17179.00	50	24257.00	25	307158.00	10
3143	2016-03-10	25	29	32	33	34	49	13	33		4	2	0	0	2	3	1	0.00	0	2.00	228128	132.00	2377	387.00	443	7974.00	50	11974.00	25	150313.00	10
3142	2016-03-07	9	18	30	33	45	47	25	33		4	2	1	1	1	1	2	0.00	0	3.00	115253	107.00	2222	334.00	389	6596.00	50	10062.00	25	127981.00	10
3141	2016-03-03	6	14	24	33	38	41	25			2	4	1	1	1	2	1	0.00	0	2.00	131264	120.00	1505	297.00	332	5953.00	50	8712.00	25	99836.00	10
3140	2016-02-29	8	11	15	17	28	47	18	17		4	2	1	3	1	0	1	3.00	1818836	3.00	175685	271.00	1338	664.00	298	12712.00	50	19848.00	25	233894.00	10
3139	2016-02-25	7	14	17	23	35	49	31			5	1	1	2	1	1	1	0.00	0	2.00	168267	114.00	2030	280.00	451	6788.00	50	8908.00	25	127490.00	10
3138	2016-02-22	10	18	22	37	39	40	46	18	22	2	4	1	1	1	3	0	0.00	0	4.00	71289	89.00	2203	230.00	465	5313.00	50	6467.00	25	101494.00	10
3137	2016-02-19	16	18	20	21	27	49	23	49		3	3	0	3	2	0	1	2.00	6971841	20.00	122838	936.00	1805	2542.00	363	53319.00	50	71812.00	25	964183.00	10
3136	2016-02-15	3	5	29	40	43	49	21	49		5	1	2	0	1	1	2	0.00	0	3.00	136081	129.00	2176	341.00	449	7186.00	50	10004.00	25	142204.00	10
3135	2016-02-11	7	8	17	39	46	49	13			4	2	2	1	0	1	2	1.00	9545480	10.00	89225	360.00	1704	999.00	335	18318.00	50	24852.00	25	338822.00	10
3134	2016-02-08	13	14	16	21	24	42	7	21		2	4	0	3	2	0	1	0.00	0	9.00	56127	212.00	1639	535.00	355	10250.00	50	16438.00	25	188575.00	10
3133	2016-02-04	2	21	26	34	39	49	3			3	3	1	0	2	2	1	0.00	0	4.00	86892	92.00	2598	371.00	352	5770.00	50	9435.00	25	114911.00	10
3132	2016-02-01	9	10	11	22	23	32	6	22		3	3	2	1	2	1	0	0.00	0	4.00	66156	218.00	835	621.00	160	8935.00	50	14566.00	25	134191.00	10
3131	2016-01-28	4	20	22	40	41	48	21	40,48		1	5	1	1	1	1	2	1.00	4969571	3.00	267984	158.00	2055	395.00	449	8582.00	50	11648.00	25	162308.00	10
3130	2016-01-25	16	17	19	35	40	48	37			3	3	0	3	0	2	1	0.00	0	0.00	0	106.00	2152	237.00	525	5765.00	50	7385.00	25	110315.00	10
3129	2016-01-21	2	11	23	24	33	44	28	11		3	3	1	1	2	1	1	0.00	0	6.00	40380	92.00	1811	297.00	306	4822.00	50	7400.00	25	90849.00	10
3128	2016-01-18	4	11	40	43	48	49	17	4		3	3	1	1	0	1	3	1.00	2814695	5.00	66966	108.00	2132	297.00	423	5845.00	50	8262.00	25	110335.00	10
3127	2016-01-14	1	2	4	7	28	41	18			3	3	4	0	1	0	1	0.00	0	2.00	128870	236.00	751	404.00	240	9048.00	50	10207.00	25	132014.00	10
3126	2016-01-11	13	20	22	29	36	37	33	20		3	3	0	2	2	2	0	0.00	0	2.00	4559710	300.00	1732	643.00	441	14594.00	50	20967.00	25	273872.00	10
3125	2016-01-07	3	5	6	20	21	45	33	3		4	2	3	1	1	0	1	0.00	0	5.00	88259	212.00	1432	547.00	303	11876.00	50	14203.00	25	206662.00	10
3124	2016-01-04	3	9	18	28	31	46	32	9		3	3	2	1	1	1	1	0.00	0	2.00	281992	124.00	1748	261.00	453	7530.00	50	8103.00	25	135097.00	10
3123	2015-12-31	9	21	23	35	38	41	36	35		5	1	1	0	2	2	1	0.00	0	0.00	0	81.00	2113	205.00	456	5103.00	50	6201.00	25	99270.00	10
3122	2015-12-28	7	15	16	17	35	47	41			5	1	1	3	0	1	1	1.00	4534221	3.00	139582	179.00	1609	354.00	444	8711.00	50	11578.00	25	162008.00	10
3121	2015-12-24	10	20	21	27	33	46	37			3	3	1	1	2	1	1	0.00	0	4.00	73997	84.00	2423	230.00	483	5172.00	50	6936.00	25	103336.00	10
3120	2015-12-21	11	14	18	22	35	43	28			3	3	0	3	1	1	1	0.00	0	1.00	239840	79.00	2088	275.00	328	4924.00	50	7942.00	25	91061.00	10
3119	2015-12-17	2	12	17	19	20	33	27	33	17	3	3	1	4	0	1	0	1.00	1091584	8.00	28726	143.00	1105	345.00	250	7302.00	50	9567.00	25	116162.00	10
3118	2015-12-14	6	21	25	29	33	40	31			4	2	1	0	3	2	0	1.00	4617220	5.00	86632	204.00	1460	479.00	340	9359.00	50	12431.00	25	168039.00	10
3117	2015-12-10	4	8	11	39	44	46	29	44		2	4	2	1	0	1	2	0.00	0	5.00	107778	91.00	2250	266.00	420	5551.00	50	7970.00	25	111735.00	10
3116	2015-12-07	5	24	26	36	44	49	19			2	4	1	0	2	1	2	0.00	0	0.00	0	72.00	2303	208.00	435	4276.00	50	6268.00	25	80495.00	10
3115	2015-12-03	17	20	34	37	43	48	32	37		3	3	0	2	0	2	2	2.00	3859582	1.00	651039	219.00	2044	500.00	489	11506.00	50	15370.00	25	212738.00	10
3114	2015-11-30	11	31	35	37	44	46	42	44,46		4	2	0	1	0	3	2	0.00	0	4.00	111652	143.00	2148	369.00	454	7637.00	50	10732.00	25	145098.00	10
3113	2015-11-26	2	24	34	43	44	46	28	44,46		1	5	1	0	1	1	3	0.00	0	1.00	290744	87.00	2298	208.00	525	4811.00	50	6238.00	25	91216.00	10
3112	2015-11-23	5	31	36	39	44	46	43			3	3	1	0	0	3	2	0.00	0	3.00	78901	76.00	2142	206.00	431	3953.00	50	5215.00	25	75188.00	10
3111	2015-11-19	1	14	19	37	40	47	9		19	4	2	1	2	0	2	1	1.00	4590360	7.00	59782	78.00	3689	430.00	365	6964.00	50	14071.00	25	140644.00	10
3110	2015-11-16	3	5	18	41	46	48	40	41		3	3	2	1	0	0	3	0.00	0	1.00	306509	106.00	1988	217.00	530	5346.00	50	6914.00	25	105131.00	10
3109	2015-11-12	8	10	11	12	33	41	1		12	3	3	2	2	0	1	1	0.00	0	8.00	30177	169.00	983	848.00	107	9947.00	50	17585.00	25	146422.00	10
3108	2015-11-09	3	17	36	40	48	49	12			3	3	1	1	0	2	2	0.00	0	3.00	2697280	203.00	2254	548.00	456	11458.00	50	16210.00	25	216817.00	10
3107	2015-11-05	2	26	27	28	37	47	17	27		3	3	1	0	3	1	1	0.00	0	5.00	78316	152.00	1772	505.00	291	7125.00	50	12571.00	25	135404.00	10
3106	2015-11-02	1	10	18	27	35	48	30	18		3	3	2	1	1	1	1	0.00	0	3.00	168872	125.00	1612	248.00	444	5905.00	50	7681.00	25	109066.00	10
3105	2015-10-29	7	9	18	26	36	46	43			2	4	2	1	1	1	1	0.00	0	0.00	0	96.00	1530	209.00	384	5473.00	50	5360.00	25	96049.00	10
3104	2015-10-26	1	5	22	28	48	49	8	5,22,48,49		3	3	2	0	2	0	2	1.00	2373626	3.00	95096	99.00	1982	387.00	277	5882.00	50	11467.00	25	98078.00	10
3103	2015-10-22	5	16	22	29	48	49	27		22	3	3	1	1	2	0	2	0.00	0	4.00	53607	87.00	1695	181.00	445	4036.00	50	5549.00	25	78372.00	10
3102	2015-10-19	10	13	27	36	39	45	47			4	2	1	1	1	2	1	1.00	4401337	3.00	141282	162.00	1799	364.00	437	8972.00	50	9721.00	25	161532.00	10
3101	2015-10-15	7	14	23	25	28	33	31	28		4	2	1	1	3	1	0	0.00	0	1.00	273589	98.00	1920	294.00	349	6329.00	50	8290.00	25	113563.00	10
3100	2015-10-12	6	11	17	28	41	48	19	6		3	3	1	2	1	0	2	0.00	0	3.00	76388	82.00	1922	258.00	334	4572.00	50	7158.00	25	86792.00	10
3099	2015-10-08	6	8	15	20	25	45	22	20	8	3	3	2	2	1	0	1	1.00	1051401	5.00	44270	182.00	837	413.00	201	8761.00	50	8384.00	25	121610.00	10
3098	2015-10-05	1	4	7	20	26	28	18			2	4	3	1	2	0	0	1.00	1096179	1.00	625091	153.00	1037	440.00	197	7557.00	50	10048.00	25	119620.00	10
3097	2015-10-01	3	6	15	27	36	41	49	41		4	2	2	1	1	1	1	1.00	4241221	0.00	0	171.00	1586	332.00	446	8986.00	50	8957.00	25	162573.00	10
3096	2015-09-28	12	32	35	40	41	47	25	40		3	3	0	1	0	3	2	0.00	0	2.00	143043	90.00	2186	211.00	509	4535.00	50	6326.00	25	86854.00	10
3095	2015-09-24	8	16	25	29	31	40	11	8		3	3	1	1	2	2	0	0.00	0	5.00	42498	99.00	1476	309.00	258	4445.00	50	7724.00	25	81760.00	10
3094	2015-09-21	8	9	10	19	28	33	24	8		3	3	3	1	1	1	0	4.00	1077108	6.00	69317	442.00	647	758.00	206	18152.00	50	17136.00	25	254025.00	10
3093	2015-09-17	5	8	20	30	35	49	12			3	3	2	1	1	1	1	0.00	0	2.00	132440	97.00	1878	387.00	257	6290.00	50	10754.00	25	112267.00	10
3092	2015-09-14	3	13	14	19	25	31	47		14	5	1	1	3	1	1	0	0.00	0	1.00	226260	122.00	1276	173.00	491	6192.00	50	4854.00	25	106713.00	10
3091	2015-09-10	27	33	38	39	41	47	35			5	1	0	0	1	3	2	1.00	1057094	2.00	111274	92.00	1664	199.00	420	4016.00	50	5675.00	25	71501.00	10
3090	2015-09-07	1	3	12	15	26	31	16	1		4	2	2	2	1	1	0	1.00	2501485	2.00	148898	201.00	1019	342.00	327	8958.00	50	10650.00	25	146499.00	10
3089	2015-09-03	1	9	10	23	24	32	5	9		3	3	3	0	2	1	0	0.00	0	3.00	76278	145.00	1085	525.00	164	6718.00	50	13944.00	25	111294.00	10
3088	2015-08-31	5	8	9	12	18	48	24	48		2	4	3	2	0	0	1	2.00	1256952	4.00	76767	338.00	625	636.00	182	14766.00	50	14504.00	25	203399.00	10
3087	2015-08-27	13	16	19	23	25	48	11	23		4	2	0	3	2	0	1	0.00	0	1.00	222179	72.00	2122	216.00	386	4059.00	50	7868.00	25	78617.00	10
3086	2015-08-24	5	7	8	23	29	33	42	33		5	1	3	0	2	1	0	1.00	7281576	8.00	80449	423.00	1047	848.00	285	20940.00	50	20230.00	25	342106.00	10
3085	2015-08-20	3	14	19	33	38	41	22			4	2	1	2	0	2	1	0.00	0	5.00	78397	145.00	1859	409.00	360	8614.00	50	11352.00	25	150137.00	10
3084	2015-08-17	2	6	20	21	27	36	31			2	4	2	1	2	1	0	0.00	0	3.00	93759	116.00	1668	305.00	346	6636.00	50	7945.00	25	118818.00	10
3083	2015-08-13	8	10	12	34	38	48	19	8,12		0	6	2	1	0	2	1	0.00	0	1.00	216117	91.00	1633	251.00	323	5102.00	50	6992.00	25	93469.00	10
3082	2015-08-10	6	7	8	12	37	45	1			3	3	3	1	0	1	1	1.00	2314529	6.00	45610	154.00	1222	583.00	177	8688.00	50	14743.00	25	147388.00	10
3081	2015-08-06	11	15	20	33	38	40	8			3	3	0	3	0	3	0	0.00	0	7.00	30516	83.00	1770	443.00	181	4651.00	50	11694.00	25	82727.00	10
3080	2015-08-03	18	21	23	25	26	41	40	21,25		4	2	0	1	4	0	1	4.00	1062436	4.00	102618	136.00	2075	345.00	447	8420.00	50	9541.00	25	153737.00	10
3079	2015-07-30	2	10	13	21	25	49	7			4	2	2	1	2	0	1	0.00	0	3.00	90675	110.00	1701	423.00	242	5737.00	50	10889.00	25	101859.00	10
3078	2015-07-27	6	9	40	42	43	46	37			2	4	2	0	0	1	3	0.00	0	2.00	106095	73.00	1999	160.00	498	4169.00	50	4857.00	25	77396.00	10
3077	2015-07-23	4	13	18	24	34	37	48	34		2	4	1	2	1	2	0	1.00	4098115	3.00	126857	168.00	1558	305.00	468	7979.00	50	8598.00	25	142178.00	10
3076	2015-07-20	3	17	25	28	34	46	27			3	3	1	1	2	1	1	0.00	0	1.00	271186	95.00	1963	298.00	342	5232.00	50	8311.00	25	97187.00	10
3075	2015-07-16	2	10	30	32	42	48	19	42		0	6	2	0	1	1	2	0.00	0	3.00	70336	65.00	2232	347.00	229	3186.00	50	5262.00	25	66436.00	10
3074	2015-07-13	31	33	34	35	37	42	6	33,42		4	2	0	0	0	5	1	1.00	1045633	1.00	220134	77.00	1966	149.00	555	3948.00	50	5020.00	25	67143.00	10
3073	2015-07-09	5	24	33	38	42	44	49			2	4	1	0	1	2	2	1.00	1040297	1.00	219010	104.00	1448	171.00	481	5065.00	50	4883.00	25	86773.00	10
3072	2015-07-06	1	6	9	18	21	35	26	21	6	4	2	3	1	1	1	0	2.00	2138108	6.00	70080	288.00	1004	630.00	251	13264.00	50	14497.00	25	213821.00	10
3071	2015-07-02	7	12	13	21	30	32	5			3	3	1	2	2	1	0	0.00	0	6.00	44563	161.00	1142	553.00	182	8147.00	50	13755.00	25	129542.00	10
3070	2015-06-29	2	14	15	26	29	31	8	14,29	29	3	3	1	2	2	1	0	0.00	0	3.00	70802	101.00	1446	273.00	292	4661.00	50	8351.00	25	83093.00	10
3069	2015-06-25	14	29	36	38	39	41	20			3	3	0	1	1	3	1	1.00	2263956	1.00	263709	91.00	1993	236.00	420	4751.00	50	6530.00	25	87573.00	10
3068	2015-06-22	3	18	22	33	47	49	9		22	4	2	1	1	1	1	2	0.00	0	3.00	70972	66.00	2218	207.00	386	3860.00	50	6493.00	25	73614.00	10
3067	2015-06-18	5	20	28	35	39	46	15			3	3	1	1	1	2	1	2.00	1174123	6.00	82395	112.00	1701	324.00	321	4890.00	50	9968.00	25	93687.00	10
3066	2015-06-15	9	21	26	27	29	48	20			4	2	1	0	4	0	1	0.00	0	0.00	0	70.00	2136	205.00	398	4646.00	50	6147.00	25	87875.00	10
3065	2015-06-11	7	11	13	16	38	46	41	38	11	3	3	1	3	0	1	1	2.00	3505578	4.00	145115	228.00	1751	534.00	408	12539.00	50	15185.00	25	237223.00	10
3064	2015-06-08	20	31	35	38	42	49	46			3	3	0	1	0	3	2	0.00	0	6.00	68864	142.00	2001	322.00	482	7109.00	50	8925.00	25	132985.00	10
3063	2015-06-04	3	6	8	14	18	41	31	14		2	4	3	2	0	0	1	0.00	0	10.00	26182	179.00	1006	515.00	191	8715.00	50	10468.00	25	133142.00	10
3062	2015-06-01	5	9	14	29	32	36	28	5		3	3	2	1	1	2	0	0.00	0	5.00	44115	117.00	1297	289.00	287	5297.00	50	7572.00	25	96223.00	10
3061	2015-05-28	5	13	20	26	31	38	6	13,26		3	3	1	2	1	2	0	1.00	2265623	5.00	52107	119.00	1506	416.00	235	6983.00	50	10672.00	25	116935.00	10
3060	2015-05-25	13	17	19	24	26	43	25			4	2	0	3	2	0	1	0.00	0	3.00	72148	76.00	1958	236.00	344	4565.00	50	6453.00	25	79589.00	10
3059	2015-05-21	6	20	22	35	36	41	8	41		2	4	1	1	1	2	1	1.00	2291593	1.00	263097	89.00	2033	237.00	417	4878.00	50	7852.00	25	91535.00	10
3058	2015-05-18	17	23	32	33	41	45	15	17,45		5	1	0	1	1	2	2	0.00	0	1.00	219345	60.00	2514	182.00	452	3985.00	50	5508.00	25	74126.00	10
3057	2015-05-14	8	17	19	45	47	48	14			4	2	1	2	0	0	3	1.00	2325270	4.00	66694	92.00	1994	233.00	430	5023.00	50	7145.00	25	94754.00	10
3056	2015-05-11	3	6	7	20	21	23	33			4	2	3	1	2	0	0	0.00	0	4.00	55689	188.00	815	378.00	221	7933.00	50	9345.00	25	129159.00	10
3055	2015-05-07	8	10	17	24	32	43	26	17		2	4	2	1	1	1	1	1.00	1037428	2.00	109203	89.00	1688	234.00	350	5142.00	50	7018.00	25	90982.00	10
3054	2015-05-04	6	11	17	22	25	36	42			3	3	1	2	2	1	0	1.00	2433920	4.00	73104	154.00	1306	347.00	316	8212.00	50	8471.00	25	134909.00	10
3053	2015-04-30	18	19	28	37	46	48	4	46		2	4	0	2	1	1	2	0.00	0	2.00	109996	58.00	2608	178.00	464	4414.00	50	5552.00	25	71746.00	10
3052	2015-04-27	2	14	30	31	46	47	12			2	4	1	1	1	1	2	1.00	4401912	2.00	205526	127.00	2226	372.00	415	7214.00	50	11048.00	25	136103.00	10
3051	2015-04-23	1	9	15	28	42	45	40	9		4	2	2	1	1	0	2	0.00	0	3.00	94306	134.00	1452	297.00	358	6796.00	50	7206.00	25	124593.00	10
3050	2015-04-20	9	16	17	25	27	36	7			4	2	1	2	2	1	0	0.00	0	8.00	29095	162.00	988	659.00	133	7363.00	50	13162.00	25	109434.00	10
3049	2015-04-16	3	4	18	32	35	48	6	32		2	4	2	1	0	2	1	1.00	2574194	2.00	149212	86.00	2386	279.00	402	5352.00	50	8390.00	25	107929.00	10
3048	2015-04-13	6	13	31	32	40	43	3	6,43	13	3	3	1	1	0	3	1	0.00	0	6.00	40586	75.00	2233	240.00	381	4717.00	50	7463.00	25	89603.00	10
3047	2015-04-09	6	12	21	24	25	43	29	21		3	3	1	1	3	0	1	3.00	2452072	4.00	141451	271.00	1436	566.00	375	13089.00	50	16157.00	25	230814.00	10
3046	2015-04-06	3	18	21	42	45	49	25	42		4	2	1	1	1	0	3	0.00	0	8.00	52378	152.00	1896	414.00	380	7671.00	50	10421.00	25	147875.00	10
3045	2015-04-02	11	19	22	29	42	46	2	11		3	3	0	2	2	0	2	0.00	0	6.00	51284	110.00	1924	412.00	281	6035.00	50	10186.00	25	112731.00	10
